,,,,,,,,,,,,,,,downloaded_filename,drive_file_id
681,Sheet,With You in Eternity,Front Cover,Back Cover,10,1,Piano/Vocal,Arthur Lamb,Alfred Solman,"102-104 West 38th St., New York",Jos.W.Stern and Co.,,1907,,NOT DOWNLOADED: 16-RD7y_VmFX-pWznVCp,16-RD7y_VmFX-pWznVCpd7FWsyDzD4z6d
682,Sheet,La Mouette (The Seagull),Front Cover,Back Cover,10,1,Folk,,William Clifton Daland,"25 Union Square, New York",William A. Pond and Co.,,1879,,NOT DOWNLOADED: 1ujfJUfDJLhXLKBY1gMz,1ujfJUfDJLhXLKBY1gMzmLBm7arWNUs8t
683,Sheet,If I Give My Heart to You,Front Cover,Back Cover,10,1,Pop / Voice,"Jimmie Crane, Al Jacobs, Jimmy Brewster","Jimmie Crane, Al Jacobs, Jimmy Brewster","799 Seventh Avenue, New York, NY",Miller Music Corporation,,1953-1954,,NOT DOWNLOADED: 1aBUn9kMlleT5sBZ1A-g,1aBUn9kMlleT5sBZ1A-gbGXKjjHh8FkYw
684,Sheet,Whistle and Blow Your Blues Away,Front Cover,Back Cover,10,1,Piano/Vocal,Joe Young,Carmen Lombardo,"1657 Broadway, New York",Remick Music Corp.,,1932,,NOT DOWNLOADED: 1T74I276SOUK-AzHdD1j,1T74I276SOUK-AzHdD1j2B9LowH45YSLb
685,Sheet,Somebody Else is Taking My Place,Front Cover,Back Cover,10,1,Guitar/Dance,"Dick Howard, Bob Ellsworth, Russ Morgan","Dick Howard, Bob Ellsworth, Russ Morgan","RKO (Radio City Music Hall) Building, 1270 Sixth Avenue, New York","Shapiro, Bernstein and Co.",,1941,,NOT DOWNLOADED: 19rSM2gTsjlimHAH1sjC,19rSM2gTsjlimHAH1sjC2IDI3AOGPuFay
686,Sheet,Let Me Call You Sweetheart (I'm in Love With You),Front Cover,Back Cover,10,1,Guitar/Vocal,Beth Slater Whitson,Leo Friedman,"RKO (Radio City Music Hall) Building, 1270 Sixth Avenue, New York and 1657 Broadway, New York","Shapiro, Bernstein and Co. and Paull-Pioneer Music Corp.",,"Original Copyright 1910, Renewed 1937",,NOT DOWNLOADED: 1-cp8QIbe3X43o2HnCmX,1-cp8QIbe3X43o2HnCmXhYWBRujgeM7YN
687,Sheet,I’m Gonna Love That Guy (Like He’s Never Been Loved Before),Front Cover,Back Cover,10,1,Piano/Vocal,Frances Ash,Frances Ash,"799 Seventh Avenue, New York, NY",Bourne Inc. Music Publishers,,1945,,NOT DOWNLOADED: 1Hb12nrpA0xcMegilS0W,1Hb12nrpA0xcMegilS0W0uV6qVDkzeaMg
688,Sheet,(Bring Back Those) Rock-A-Bye Baby Days,Front Cover,Back Cover,10,1,Lullaby Fox Trot with Ukulele,Harold Christy,Abner Silver,"Feist Building, 231 West 40th Street, New York and 193 Yonge Street, Toronto, Canada",Leo Feist Inc.,,1924,,NOT DOWNLOADED: 1_ybvE3SYnz9M6ScMh56,1_ybvE3SYnz9M6ScMh56y8EuWmugryJuD
689,Sheet,I'm Always Chasing Rainbows,Front Cover,Back Cover,10,1,Soundtrack,Joseph McCarthy,Harry Carroll,New York,Miller Music Corporation and Robbins Music Corporation,,1918,"Featured in the 20th Century-Fox picture ""The Dolly Sisters""",NOT DOWNLOADED: 11ynS1-f8jUBJC-P-gBG,11ynS1-f8jUBJC-P-gBGmXqUnuxLCUP6I
690,Sheet,When I Grow Too Old to Dream,Front Cover,Back Cover,10,1,Soundtrack,Oscar Hammerstein II,Sigmund Romberg,"799 Seventh Avenue, New York",Robbins Music Corporation,,1935,"Featured in the Metro-Goldwyn-Mayer picture ""The Night is Young""",NOT DOWNLOADED: 12WrDUDK0pFhgk0BLGD2,12WrDUDK0pFhgk0BLGD2bffkMC8nuHpvN
691,Sheet,"""The Child of the Regiment"", Lindiana (A Choice Selection of Jenny Lind Songs)",Front Cover,Back Cover,10,1,Piano,,Charles Grobe,"722 Chesnut Street, Philadelphia",Lee and Walker,,1858,Tan Copy,NOT DOWNLOADED: 1QmG-UoDytqw0g5Xsf6b,1QmG-UoDytqw0g5Xsf6bmksgGbkDxUbkd
692,Sheet,"""Comin' Thro' the Rye"", Lindiana (A Choice Selection of Jenny Lind Songs)",Front Cover,Back Cover,10,1,Piano,,Charles Grobe,"722 Chesnut Street, Philadelphia",Lee and Walker,,1856,Blue Copy,NOT DOWNLOADED: 1P9Nk1P_tWH5VaWp0wFL,1P9Nk1P_tWH5VaWp0wFLzjSNXj0yft5v0
693,Sheet,The Narvesen Polka,Front Cover,Back Cover,10,1,Piano/Polka,,Will B. Stone,"University Place Cor. 12th St., New York",,R.M. Walters,unknown,,NOT DOWNLOADED: 1Rh81q2ew2aUnmeGwQLJ,1Rh81q2ew2aUnmeGwQLJMfjxfhXnzJQDF
694,Sheet,Dance of the Fire-Flies,Front Cover,Back Cover,10,1,Piano,,Danno Sintenis (arranged by E.T. Paull),"46 West 28th St., New York",E.T. Paull Music Co.,,1902,,NOT DOWNLOADED: 1x_vnxqWkyD1JMZb7dGN,1x_vnxqWkyD1JMZb7dGN3u1XGig1p2aaH
695,Sheet,"""O for the Wings of a Dove"", German Songs 2nd Series",Front Cover,Back Cover,10,1,Piano/Vocal,W. Bartholomew,F. Mendelssohn-Bartholdy,"35 Union Square, New York",,G. Schirmer,1889,,NOT DOWNLOADED: 1ajy6ZZowZUw6tOCpVbz,1ajy6ZZowZUw6tOCpVbz3N5G7Rwl53WB_
696,Sheet,Fairly Caught,Front Cover,Back Cover,10,1,Piano/Vocal,Fred Rawkins,Louis Diehl,"25 Union Sq., New York and 152 State St., Chicago",WM.A. Pond and Co. (New York) and The Chicago Music Co.,,unknown,,NOT DOWNLOADED: 1sj0eKLijipw8euxly3Q,1sj0eKLijipw8euxly3QHdRXAbjMSU20A
697,Sheet,Prancing Pickaninnies (Cake Walk),Front Cover,Back Cover,10,1,Piano/Vocal,Andrew B. Sterling,Max Dreyfus,New York,T.B. Harms and Co.,,1899,"Small text at the bottom of the front cover says ""Supplement to The New York Sunday World. Nov. 5, 1899""",NOT DOWNLOADED: 1phWYpQ7kcKzJv0w1oFq,1phWYpQ7kcKzJv0w1oFqmnSga8aA7AWzs
698,Sheet,Windy City Two-Step and March,Front Cover,Back Cover,10,1,Piano,,F.R. Sweetland,"Chicago, IL",Lakeside Piano Company,,1900,Front cover is in worse condition than the rest of the piece. Ripped almost in half and around the edges.,NOT DOWNLOADED: 1-6XTDmljsjy5Y-9krq4,1-6XTDmljsjy5Y-9krq4iH_klXUBfkJnx
699,Sheet,IL Trovatore *plus lesson notes*,Front Cover,Back Cover *lesson notes*,10,1,Piano,,Sydney Smith,New York City,U.S. School of Music,,unknown,Typewritten lesson notes from the U.S. School of Music NYC were found with this piece. 6 total lessons but missing first lesson.,NOT DOWNLOADED: 1ZTGfZBmzaCix7URa8yT,1ZTGfZBmzaCix7URa8yT1Z94Y4RtXgZq3
700,Sheet,"“If I Were on the Stage (Kiss Me Again)”, Mllo Modiste",Front Cover,Back Cover,10,1,Piano/Vocal,Henry Blossom,Victor Herbert,"10 Witmark Building, New York",M. Witmark and Sons,,1905,,NOT DOWNLOADED: 1OBzsYKB-djczaz2xRVy,1OBzsYKB-djczaz2xRVysUsoA6EtxQvcY
701,Sheet,Four-Leaf Clover,Front Cover,Back Cover,10,1,Piano/Vocal,Ella Higginson,C. Whitney Coombs,unknown,,G. Schirmer,1896,"Inside says ""To Mrs. Antonia Sawyer"" above the title",NOT DOWNLOADED: 12lOeYMpHtOgI3kxha2s,12lOeYMpHtOgI3kxha2sh09JRCUJA3inV
702,Sheet,In the Chapel in the Moonlight,Front Cover,Back Cover,10,1,Guitar/Vocal,Billy Hill,Billy Hill,"Radio City Music Hall Building, 1270 Sixth Avenue, New York","Shapiro, Bernstein and Co.",,1936,Featuring Kitty Kallen,NOT DOWNLOADED: 1YsVKtgxFHtWWDgj17DT,1YsVKtgxFHtWWDgj17DTKvjfJ2uMH9sFJ
703,Sheet,Stein Song (University of Maine),Front Cover,Back Cover,10,1,Piano/Vocal,Lincoln Colcord,E.A. Fenstad,"Cooper Square, New York","Radio Music Company, Inc., Carl Fischer, Inc.",,"1910, 1927, 1930",Includes Ukulele arrangement. Arranged by A. W. Sprague. New arrangement by Rudy Vallee,NOT DOWNLOADED: 1lVDB-6uOR4umn8p3yAr,1lVDB-6uOR4umn8p3yArOZWzP-l14weBF
704,Sheet,"""People Will Say We're in Love"", Oklahoma!",Front Cover,Back Cover,10,1,Soundtrack,Oscar Hammerstein II,Richard Rodgers,New York,"Williamson Music, Inc.",,1943,,NOT DOWNLOADED: 1WMZnjZW1AZ74YiKqx4b,1WMZnjZW1AZ74YiKqx4bvsL2ja0UFY-N2
705,Sheet,Symphony,Front Cover,Back Cover,10,1,Piano/Vocal,"Andre Tabet and Roger Bernstein, American version by Jack Lawrence",Alstone,"RKO Building Rockefeller Center, New York City","Chappell and Co., Inc.",,1945,,NOT DOWNLOADED: 1nSMJ_jUnGUoAJ0f4xxE,1nSMJ_jUnGUoAJ0f4xxEU6V6eYsCzLn1s
706,Sheet,Rumors are Flying,Front Cover,Back Cover,10,1,Pop,Bennie Benjamin and George Weiss,Bennie Benjamin and George Weiss,"1619 Broadway, New York, NY",Oxford Music Corporation,,1946,,NOT DOWNLOADED: 1gyuctXZ9dWoRXlHrhwL,1gyuctXZ9dWoRXlHrhwLuZ2nM4KCzuHf5
707,Sheet,"""Will You Remember (Sweetheart)"", Maytime",Front Cover,Back Cover,10,1,Soundtrack,Rida Johnson Young,Sigmund Romberg,"3 East 43rd Street, New York",,G. Schirmer,1917,,NOT DOWNLOADED: 18sjjVTQU3NwPv2D0Aet,18sjjVTQU3NwPv2D0AetsCyLffAa_v4K0
708,Sheet,Smilin' Through,Front Cover,Back Cover,10,1,Soundtrack,Arthur A. Penn,Arthur A. Penn,"7 Whitmark Building, New York, NY",M. Whitmark and Sons,,1919,,NOT DOWNLOADED: 18hQmJLTH8QxkHcYlX2Q,18hQmJLTH8QxkHcYlX2QxN2h3sg7PTh9m
709,Sheet,"“If I Loved You”, Carousel",Front Cover,Back Cover,10,1,Soundtrack,Oscar Hammerstein II,Richard Rodgers,"RKO Building, Radio City, New York","Williamson Music, Inc.",,1945,,NOT DOWNLOADED: 1sr_VDHrpNsud_UJeHbb,1sr_VDHrpNsud_UJeHbbTxEiXz0SX0kVJ
710,Sheet,"“I Love Paris”, Can-Can",Front Cover,Back Cover,10,1,Soundtrack,Cole Porter,Cole Porter,"RKO Building, Rockefeller Center, New York","Buxton Hill Music Corp. and Chappell and Co., Inc.",,1953,,NOT DOWNLOADED: 1NEUBkNa7WWtwGdbwHc2,1NEUBkNa7WWtwGdbwHc2OtemYZe8fEqm0
711,Sheet,I'm Looking Over a Four Leaf Clover,Front Cover,Back Cover,10,1,Seasonal/Pop,Mort Dixon,Harry Woods,"RCA Building, Rockefeller Center, New York, NY",Remick Music Corp.,,1927,Featuring Art Mooney.,NOT DOWNLOADED: 17aXvlXziUeJnAGEtFMq,17aXvlXziUeJnAGEtFMqLo5Ifw3KFDYav
712,Book,The World's Best Music of Tschaikowsky,Front Cover,Back Cover,10,20,Piano,,P.I.Tschaikowsky,"1600 Broadway, New York, NY",Amsco Music Publishing Co.,,1942,,NOT DOWNLOADED: 1elXNmlumDTclMIF4vPl,1elXNmlumDTclMIF4vPlR6_hcrJaiOubU
713,Sheet,There Goes That Song Again,Front Cover,Back Cover,10,1,Soundtrack,Sammy Cahn,Jule Styne,"RKO (Radio City Music Hall) Building, 1270 Sixth Avenue, New York","Shapiro, Bernstein and Co. and Skidmore Music Co.",,1944,"From Columbia Pictures' ""Carolina Blues""",NOT DOWNLOADED: 1TtU3WOLTPMKsdijF6gJ,1TtU3WOLTPMKsdijF6gJjrR2ypdN3QpzJ
714,Sheet,Dream,Front Cover,Back Cover,10,1,Jazz/Pop,Johnny Mercer,Johnny Mercer,"RKO Building, Radio City, New York","Capitol Songs, Inc.",,1944-1945,Song performed by the Pied Pipers,NOT DOWNLOADED: 12H_h573NujI42P44xrE,12H_h573NujI42P44xrEhr_Iw3-ltIJTy
715,Sheet,The Glow-Worm,Front Cover,Back Cover,10,1,Classical,Paul Lincke,Paul Lincke,"RCA Building, Radio City, NYC",Edward B. Marks Music Corporation,,"1902, 1907, 1920, 1932",,NOT DOWNLOADED: 1Sl-6-PrK0bSSWTG8PaK,1Sl-6-PrK0bSSWTG8PaK7qkZ6f6uSFoMv
716,Sheet,Where the Shy Little Violets Grow,Front Cover,Back Cover,10,1,Jazz/Pop,Gus Kahn and Harry Warren,Gus Kahn and Harry Warren,New York,Remick Music Corp.,,1928,Includes ukulele/guitar arrangement,NOT DOWNLOADED: 16AuiBE9hKHPRQ26KBKw,16AuiBE9hKHPRQ26KBKwa7NR-S1brOiQk
717,Sheet,In the Valley of the Moon,Front Cover,Back Cover,10,1,Rock/Pop,Charlie Tobias and Joe Burke,Charlie Tobias and Joe Burke,"1587 Broadway, New York City, NY",Joe Morris Music Co.,,1933,Feature by Jack Arthur,NOT DOWNLOADED: 1JTHcDoI_o1AY_AiZe8L,1JTHcDoI_o1AY_AiZe8LR_8VeU6K2pw7z
718,Sheet,(It's No) Sin,Front Cover,Back Cover,10,1,Easy Listening,Chester R. Shull,George Hoven,"1650 Broadway, New York, NY",Algonquin Music Inc.,,1951,Orange cover,NOT DOWNLOADED: 1Zq_P5RjVnamlxwU4HgK,1Zq_P5RjVnamlxwU4HgKFs8qvUuGNhKQ7
719,Sheet,A Little Street Where Old Friends Meet,Front Cover,Back Cover,10,1,Easy Listening,Gus Kahn and Harry Woods,Gus Kahn and Harry Woods,"1587 Broadway, New York, NY",Joe Morris Music Co.,,1932,Feature by Art Kassel and his orchestra,NOT DOWNLOADED: 1acZrLnG57YjEaU5kXac,1acZrLnG57YjEaU5kXaceVWjBxV4xKgl3
720,Sheet,Gotta Be This or That,Front Cover,Back Cover,10,1,Pop,Sunny Skylar,Sunny Skylar,"RCA Building, New York, NY",Harms Inc.,,1945,Featuring Benny Goodman,NOT DOWNLOADED: 1OzpchgENc6GFkaGkYmL,1OzpchgENc6GFkaGkYmLlrpTDVNeWODVO
721,Sheet,I Can't Begin To Tell You,Front Cover,Back Cover,10,1,Pop / film,Mack Gordon,James V. Monaco,"1619 Broadway, New York, NY","Bregman, Vocco and Conn, Inc.",,1945,"From the film ""The Dolly Sisters""",NOT DOWNLOADED: 1SRMYGdugVnSezjReU1g,1SRMYGdugVnSezjReU1gvgpQz4zYUkqvQ
722,Sheet,It Looks Like Rain In Cherry Blossom Lane,Front Cover,Back Cover,10,1,Pop/ violin,Edgar Leslie and Joe Burke,Edgar Leslie and Joe Burke,"1619 Broadway, New York, NY",Joe Morris Music Co.,,1937,Featuring Jan Savitt,NOT DOWNLOADED: 1FdY2YuYmPrbRkjeRZGA,1FdY2YuYmPrbRkjeRZGAVGHAeaJifGiSR
723,Sheet,Baby Face,Front Cover,Back Cover,10,1,Pop,Benny Davis and Harry Akst,Benny Davis and Harry Akst,"New York, NY",Jerome H. Remick & Co.,,1926,,NOT DOWNLOADED: 1N52n6S1eu5t1Qv7omTY,1N52n6S1eu5t1Qv7omTYkfdFkPtSB14A8
724,Sheet,Sentimental Me,Front Cover,Back Cover,10,1,Pop/ Romance,Jim Morehead and Jimmy Cassin,Jim Morehead and Jimmy Cassin,"1619 Broadway, New York, NY","Knickerbocker Songs, Inc.",,1950,Featuring Russ Morgan playing the trombone,NOT DOWNLOADED: 18WEWfGTyrYbYupg6LBY,18WEWfGTyrYbYupg6LBYAzwfUfJnGguTR
725,Sheet,Side By Side,Front Cover,Back Cover,10,1,Pop/Orchestra,Harry Woods,Harry Woods,"1270 Sixth Ave, New York, NY","Shapiro, Bernstein & Co. Inc.",,1927,Gem Edition (standard popular edition),NOT DOWNLOADED: 1mdzZqHBlP52bBBk2MbM,1mdzZqHBlP52bBBk2MbMfA3tKyeEjhXQj
726,Sheet,I Dream of You More Than You Dream I Do,Front Cover,Back Cover,10,1,Trombone/Vocal,Marjorie Goetschius and Edna Osser,Marjorie Goetschius and Edna Osser,"1619 Broadway, New York, NY",Embassy Music Corporation,,1944,,NOT DOWNLOADED: 1E91C2DxUmdB-OO2S8US,1E91C2DxUmdB-OO2S8USGZ7g5SIerl1ON
727,Sheet,Some Time (Solo),Front Cover,Back Cover,10,1,Musical Soundtrack,Rida Johnson Young,Rudolf Friml,"3 East 43rd Street, New York",,G. Schirmer,1918,"From the musical ""Some Time""",NOT DOWNLOADED: 1RmTcpGEvZAAuv2e2pwb,1RmTcpGEvZAAuv2e2pwbrKpTBN1atB1bW
728,Sheet,Heaven Can Wait,Front Cover,Back Cover,10,1,Easy Listening/Pop,Eddie De Lange,Jimmy Van Heusen,"New York, NY",Remick Music Corporation,,1939,Featured by Woody Herman and his orchestra,NOT DOWNLOADED: 1MpTZrZTY_zKgUVCTdIA,1MpTZrZTY_zKgUVCTdIAcfgci12VdKPDd
729,Sheet,She Did It For Another,Front Cover,Back Cover,10,1,Voice / Piano,W.C. Parker,W. C. Parker,"1123 Broadway, Townsend-Building, NYC, NY",Richard A. Saalfield,,1901,"Musical supplement to the New York Sunday Press Sunday, December 8th, 1901",NOT DOWNLOADED: 1Fvug_lxQONt72UeCy7H,1Fvug_lxQONt72UeCy7H7t9C7BKnwqMZ0
730,Book,New Themes and Modern Gems,Front Cover,Back Cover,10,Unknown,Various for Organ,,Albert W. Berg,"25 Union Square, NYC, NY",WM. A. Pond & Co,,1878,For church or parlor music. Covers are very faded.,NOT DOWNLOADED: 1Fy64CKXDP5ypTaxyN_q,1Fy64CKXDP5ypTaxyN_qAz4AkEKgfWjaN
731,Book,The Organ,Front Cover,Back Cover,10,Unknown,Organ,,John Stainer,New York,"G. Schirmer, Inc.",,1909,Instructional book.,NOT DOWNLOADED: 1Vgwa0gpkmIHm9IkhIlk,1Vgwa0gpkmIHm9IkhIlkmzRiGHnh2Vghp
732,Sheet,I'm One of the Family Now,Front Cover,Back Cover,10,1,Voice / Piano,Arthur J. Lamb,Bernard Alder,"448 48th Street, NY, NY",Windsor Music Co.,,1898,"Sung by Jolly Nellie McHenry. Musical supplement to New York Journal May 28, 1899",NOT DOWNLOADED: 16-xzHyvzg_aVwsoDoTD,16-xzHyvzg_aVwsoDoTDZ9Bmf0wVWkT6s
733,Sheet,Just When I Needed You Most,Front Cover,Back Cover,10,1,Unknown,William B. Gray,William B. Gray,New York,,William B. Gray,1900,Written specifically for the Sunday World.,NOT DOWNLOADED: 1OTDm3JHQP7OyujmGdgq,1OTDm3JHQP7OyujmGdgq4ThwOr7lZqYCP
734,Sheet,Mariar,Front Cover,Back Cover,10,1,Unknown,Harry Williams,Mose Gumble,45 W. 28th Street NY,"Shapiro, Remick & Co",,1904,"As sung by Miss Clarice Vance. Music supplement New York American and Journal, Sunday, Feb. 19, 1905",NOT DOWNLOADED: 1kOJCbu4BrmisNTW1wSN,1kOJCbu4BrmisNTW1wSN03NVsmPks9pSQ
735,Sheet,Once More Take Me To Virginny,Front Cover,Back Cover,10,1,Vocal / Popular,Henry Melvin,J.W. Wheeler,"Boston, MA.",Atlantic Music Co.,,1899,"Written specifically for the Sunday World Sunday, April 1, 1900",NOT DOWNLOADED: 1u6DDdSXqHRv2bKdlBw_,1u6DDdSXqHRv2bKdlBw_QnsyN_urYy71j
736,Sheet,Dear Little Shamrock,Front Cover,Back Cover,10,1,Irish,J. W. Cherry,J. W. Cherry,Unknown,Unknown,,Unknown,Little information indictated.,NOT DOWNLOADED: 1Z1_hPUcv8-RP9cVdiVb,1Z1_hPUcv8-RP9cVdiVb71OIBpspQM430
737,Sheet,Does Your Heart Beat True to Me,Front Cover,Back Cover,10,1,Unknown,Thomas Maxwell,Thomas Maxwell,"717 Broadway, NY",Spear & Dehnoff,,1881,Sold in Red Bank by the Academy of Music,NOT DOWNLOADED: 1CyKuuJA7AesgmSQPZqk,1CyKuuJA7AesgmSQPZqk3fGIg-5bLXGsI
738,Sheet,Oh! How Delightful,Front Cover,Back Cover,10,1,Unknown,A. Sketchley,James L. Molloy,"277 Washington Street, NY, NY",Oliver Ditson & Company,,Unknown,Waltz Song in students frolic,NOT DOWNLOADED: 1_Bie6pfXTqyGsmJOX87,1_Bie6pfXTqyGsmJOX87lZCXr-ZaL4y6Q
739,Sheet,The New York World's Army Song Book,Front Cover,Back Cover,10,8,,Various,Various,New York,Various,,"1915, 1917","Selected by Harry Barnhart. Supplement to The New York World Sunday, Sept. 30, 1917",NOT DOWNLOADED: 1mwNBciqxMnJtgHDap6b,1mwNBciqxMnJtgHDap6bw2jFY-hvBnS4y
740,Sheet,"I Love you Truly, from Seven Songs",Front Cover,Back Cover,10,1,Piano and Vocal,Carrie Jacobs-Bond,Carrie Jacobs-Bond,"Hollywood, California",Carrie Jacobs-Bond & Son,,1916,,NOT DOWNLOADED: 1-GKcs1VrCIYMzcR3Ji0,1-GKcs1VrCIYMzcR3Ji0GFsA7B8tq-i3M
741,Sheet,I Love Thee,Front Cover,Back Cover,10,1,Piano/Vocal,Walter Rolfe,Edvard Grieg,New York,Century Music Publishing Co.,,1943,,NOT DOWNLOADED: 1rmElOYxrfH3Nia2iABc,1rmElOYxrfH3Nia2iABc2aeaS6T2kqDb1
742,Sheet,"Wedding March, from Midsummernight's Dream",Front Cover,Back Cover,10,1,Piano/ Ceremonial,,F. Mendelssohn,New York,,Carl Fischer,1902,Arranged by Renaud de Vilbac,NOT DOWNLOADED: 1GHztLSmxvb1sIA9wKSN,1GHztLSmxvb1sIA9wKSNrc5qBcnGgio-n
743,Sheet,Wedding March (Midsummernight's Dream),Front Cover,Back Cover,10,1,Hawaiian Guitar,Jerry Castillo,F. Mendelssohn,"201 East 26th Street, Chicago, IL",Calumet Music Co.,,1935,Arranged by Bob Kaai,NOT DOWNLOADED: 1Dfc4N_Kqk1Xb2vWhlCq,1Dfc4N_Kqk1Xb2vWhlCqoxDI_RZJZbbH7
744,Book,Scotson Clark's 15 Marches,Front Cover,Back Cover,10,15,Organ,,Scotson Clark,"Boston, MA",White-Smith Music Publishing Co.,,unknown,Binding is falling apart.,NOT DOWNLOADED: 1KSvtH4uxkq9LRCenFyt,1KSvtH4uxkq9LRCenFytb_Wj3EZWGcOYa
745,Book,Song Folio No. 4 (no cover),Front Cover,Back Cover,10,106?,Piano/Vocal,Various,Various,Unknown,Unknown,,"1891-1892, unknown","Song Folio No. 4 on spine. No front cover, songs missing.",NOT DOWNLOADED: 1jOI9yJDi03Adfj6o1H0,1jOI9yJDi03Adfj6o1H06NZKApIbL86Q8
746,Book,"Book No. 28, A Tribute to Stephen Foster",Front Cover,Back Cover,10,21,Organ/Vocal,Stephen Foster,Stephen Foster,"1600 W. Edgar Road (Route 1) Linden, NJ 07036",Magnus Organ Corporation,,1966,Missing front cover so title is inferred by information on the back inside cover.,NOT DOWNLOADED: 12XL_uz5zTOPrnVz5tga,12XL_uz5zTOPrnVz5tga2yYZu7FPgCBUq
747,Book,"Book No. 3, Favorite Songs",Front Cover,Back Cover,10,25,Organ/Vocal,Various,Various,"1600 W. Edgar Road (Route 1) Linden, NJ 07036",Magnus Organ Corporation,,1958,Missing front cover so title is inferred by information on the back cover.,NOT DOWNLOADED: 1n8_hpmrT4vKPdlvmPDY,1n8_hpmrT4vKPdlvmPDYFeE7TZFUr3CSG
748,Book,Songs by Edward Mac Dowell (no cover),Front Cover,Back Cover,10,9?,Piano/Vocal,,Edward Mac Dowell,,,,1896,Missing front cover and at least 1 song. All copyrighted by P.L.Jung.,NOT DOWNLOADED: 19ZeJsgidrEMge5_9uFG,19ZeJsgidrEMge5_9uFGRazCkoX3SbGkU
749,Book,The Etude (June 1911),Front Cover,Back Cover,11,,Piano/Organ,Various,Various,"Philadelphia, PA",Theodore Presser Co.,,1911,The front cover is designed to resemble a leather satchel.,NOT DOWNLOADED: 1YXg42bACgy06ernOfmI,1YXg42bACgy06ernOfmIFRMR-7cjYrolz
750,Book,The Etude (December 1911),Front Cover,Back Cover,11,,Piano,Various,Various,"Philadelphia, PA",Theodore Presser Co.,,1911,,NOT DOWNLOADED: 187R7NAsN5piFzV7oC3L,187R7NAsN5piFzV7oC3L7XcJCIWXqMLw8
751,Book,The Etude (February 1912),Front Cover,Back Cover,11,,Piano,Various,Various,"Philadelphia, PA",Theodore Presser Co.,,1912,,NOT DOWNLOADED: 1aL-D0et1kFKRvoq3Okb,1aL-D0et1kFKRvoq3OkbKosrN9UCN2qgu
752,Book,The Etude (April 1912) (2 copies),Front Cover,Back Cover,11,,Piano,Various,Various,"Philadelphia, PA",Theodore Presser Co.,,1912,,NOT DOWNLOADED: 1bX4OZyQeZ3Uyo47SvVV,1bX4OZyQeZ3Uyo47SvVVPV3pyefLnTkPE
753,Book,The Etude (January 1912),Front Cover,Back Cover,11,,Piano,Various,Various,"Philadelphia, PA",Theodore Presser Co.,,1912,,NOT DOWNLOADED: 183DDIEhgtZ6PmQuovGj,183DDIEhgtZ6PmQuovGjaWPLa_XFNqgwR
754,Book,The Etude (October 1910),Front Cover,Back Cover,11,,Piano,Various,Various,"Philadelphia, PA",Theodore Presser Co.,,1910,,NOT DOWNLOADED: 1rS8C09aoRxvBbNQZMC_,1rS8C09aoRxvBbNQZMC_wRad_U8DmU49w
755,Book,The Musician (December 1910),Front Cover,Back Cover,11,,Piano,Various,Various,"Boston, MA",Oliver Ditson Company,,1910,Missing front cover,NOT DOWNLOADED: 12eya5-dtNp9mIXaCYIK,12eya5-dtNp9mIXaCYIKeA-axq1RQwCwf
756,Book,The Etude (November 1942),Front Cover,Back Cover,11,,Piano,Various,Various,"Philadelphia, PA",Theodore Presser Co.,,1942,,NOT DOWNLOADED: 1GnGQja0LUnaWiAOG3nr,1GnGQja0LUnaWiAOG3nrQNK-RQs42m67Y
757,Book,The Etude (July 1910),Front Cover,Back Cover,11,,Piano,Various,Various,"Philadelphia, PA","Philadelphia, PA",,1910,,NOT DOWNLOADED: 1r-kgBYTwm8LdgSrvq3Y,1r-kgBYTwm8LdgSrvq3Y6odOP0THkqI3P
758,Book,The Etude (March 1910),Front Cover,Back Cover,11,,Piano,Various,Various,"Philadelphia, PA",Theodore Presser Co.,,1910,,NOT DOWNLOADED: 1iVA5BvahBCstgZuz05p,1iVA5BvahBCstgZuz05p3IBrVSK7tAUgF
759,Book,The Etude (September 1909),Front Cover,Back Cover,11,,Piano,Various,Various,"Philadelphia, PA",Theodore Presser Co.,,1909,,NOT DOWNLOADED: 1njf9bKgR0Yh5XE0__Kw,1njf9bKgR0Yh5XE0__KwC_3AT3VUNgG7x
760,Book,The Etude (August 1910),Front Cover,Back Cover,11,,Piano,Various,Various,"Philadelphia, PA",Theodore Presser Co.,,1910,Missing front cover,NOT DOWNLOADED: 1-XQ88Z-w0QLGo1LKb6v,1-XQ88Z-w0QLGo1LKb6vEuYpd1cqP4KrE
761,Book,The Etude (May 1909),Front Cover,Back Cover,11,,Piano,Various,Various,"Philadelphia, PA",Theodore Presser Co.,,1909,,NOT DOWNLOADED: 1IdhAChimqQKAV4xFif9,1IdhAChimqQKAV4xFif9VU5kVitLZTJi2
